id,z1,z2,z3,z4,z5,z6
14264,-0.836092,0.322202,0.347291,0.520051,0.390802,0.370622
14265,-0.026329,-0.043418,0.451618,-0.680301,0.499954,-0.54957
14266,0.137606,-0.002759,0.095655,0.233172,0.224952,0.171155
14267,-0.115237,0.058565,0.486336,-0.411262,0.473967,-0.339755
14268,0.143282,0.129527,0.4426,-0.582064,0.448342,-0.490062
14269,-0.120242,0.043829,0.781084,0.00474,0.633087,-0.02991
14270,-0.383894,0.063899,0.190439,0.129566,0.251633,0.08539
14271,-0.547405,-0.304991,0.132491,-0.799617,0.214026,-0.650226
14272,-0.37378,-0.289515,0.389804,0.380925,0.418002,0.282779
14273,-0.734146,-0.21096,0.219224,-1.03841,0.288369,-0.854529
14274,-0.590627,-0.170544,0.515028,-0.939841,0.50326,-0.770773
14275,-0.288726,-0.081218,0.764232,-0.825154,0.673399,-0.68636
14276,-0.147897,-0.026046,0.529249,0.558079,0.503675,0.407424
14277,-0.780626,0.005701,0.649012,-0.146446,0.589864,-0.157763
14278,-0.086923,0.118484,0.562209,-0.830132,0.51116,-0.694507
14279,-0.891932,-0.08249,-0.032425,-0.961843,0.050535,-0.831471
14280,-0.139285,0.017676,0.513961,-1.398781,0.503049,-1.155899
14281,-0.468731,-0.011099,0.178041,0.556335,0.24343,0.38279
14282,-0.925275,-0.091509,0.099966,-1.104913,0.154294,-0.949093
14283,-1.025551,-0.117626,0.052835,-0.672996,0.169181,-0.586814
14284,-0.900222,-0.101443,0.127429,-0.49447,0.241578,-0.448281
14285,-0.975754,-0.107429,-0.03245,-1.202256,0.054382,-1.036279
14286,-0.840376,-0.121812,0.315182,-0.230909,0.31899,-0.265849
14287,-1.469476,-0.127758,-0.327818,-0.158104,-0.185587,-0.228481
14288,-1.275671,-0.131281,-0.223455,-0.502678,-0.094298,-0.492479
14289,-1.071975,-0.137196,-0.053706,-1.273272,0.040509,-1.106502
14290,-1.848397,-1.601215,0.363897,0.178685,0.321787,0.076056
14291,-2.435559,-1.579243,0.542339,-0.985122,0.476336,-0.836595
14292,-2.646954,-1.541849,-0.19311,-0.18273,-0.072195,-0.20221
14293,-2.269176,-1.518346,0.272053,-1.189554,0.261466,-1.001696
14294,-2.081043,-1.291482,0.048032,-0.24262,0.095432,-0.244221
14295,-2.126221,-1.343708,0.426411,-0.337799,0.379751,-0.321612
14296,-2.558811,-1.515333,0.165905,-0.402515,0.187636,-0.388049
14297,-1.334807,-1.333845,0.482409,-0.132475,0.426399,-0.179653
14298,-2.101849,-1.479708,0.668766,-0.610122,0.572579,-0.554461
14299,-1.267464,-1.205284,0.368707,0.192166,0.337691,0.079061
14300,-1.788798,-1.239992,0.494921,-0.321487,0.433144,-0.307086
14301,-1.795855,-1.124739,0.072854,-0.624302,0.121891,-0.549934
14302,-1.762727,-1.163643,0.217024,0.404061,0.227529,0.256696
14303,-1.287808,-0.978265,0.27335,-0.021241,0.287395,-0.073789
14304,-0.945777,-0.888868,0.798139,0.321957,0.676973,0.200029
14305,-1.01893,-0.835864,0.134262,-1.40445,0.137137,-1.168734
14306,-1.554152,-1.177806,0.755032,-1.533575,0.600342,-1.268905
14307,-1.499022,-1.082142,0.117239,-0.995292,0.162744,-0.827792
14308,-1.445336,-1.023576,0.365787,0.751089,0.331059,0.548517
14309,-1.013685,-0.831303,0.694521,-1.149501,0.605152,-0.94409
14310,-1.304965,-0.799143,0.185143,0.453471,0.224993,0.319037
14311,-0.747679,-0.580863,0.64402,0.329952,0.568492,0.225317
14312,-0.83066,-0.504402,0.493989,-0.022422,0.470321,-0.048609
14313,-0.595169,-0.336555,0.047626,0.171341,0.137472,0.099606
14314,-1.527641,-0.977749,0.311464,-1.003681,0.31502,-0.835645
14315,-0.971915,-0.595337,0.195155,-0.088275,0.255308,-0.115781
14316,-1.149914,-0.874767,0.516319,-0.494882,0.478837,-0.439573
14317,-1.41283,-0.822601,-0.540534,-0.079931,-0.299698,-0.113745
14318,-0.998147,-0.637457,0.577941,-0.04807,0.53493,-0.092653
14319,-0.609461,-0.380358,0.480703,-0.047253,0.471997,-0.082103
14320,-0.594775,-0.346852,0.552446,-0.890807,0.526593,-0.757417
14321,-0.632724,-0.294297,0.369061,-0.834015,0.409354,-0.713871
14322,-0.75437,-0.235435,-0.244283,-0.488804,-0.046183,-0.443458
14323,-0.930771,-1.161569,0.858693,0.616562,0.653492,0.42789
14324,-0.793193,-1.102101,0.778846,-0.565791,0.594603,-0.505131
14325,-0.876891,-0.918933,0.627355,0.536323,0.529677,0.36059
14326,-0.75895,-0.931295,0.4905,-1.286414,0.429218,-1.083555
14327,-0.681086,-0.75887,0.762806,-0.296591,0.651171,-0.295438
14328,-0.16197,-0.566177,0.581428,0.468957,0.534885,0.317646
14329,-0.823439,-0.617979,0.426149,-0.984146,0.430018,-0.829639
14330,-1.102943,-0.946107,0.166952,-1.963884,0.194143,-1.60168
14331,-1.123253,-0.839511,0.418602,-0.404086,0.39344,-0.37709
14332,-1.162397,-0.805538,0.350572,-0.120236,0.35347,-0.145709
14333,-0.479716,-0.474482,0.097012,-0.331265,0.172073,-0.320639
14334,-0.384573,-0.453339,0.468998,-1.749133,0.46071,-1.441835
14335,-0.389784,-0.320642,0.552593,-0.321061,0.524672,-0.31821
14336,-0.47374,-0.290027,0.157887,-0.498529,0.234761,-0.45945
14337,-0.785165,-0.45808,0.210335,-1.027994,0.269496,-0.867731
14338,-0.458143,-0.310444,0.285704,0.872144,0.33973,0.635235
14339,-0.592016,-0.479214,0.332234,-1.006302,0.359544,-0.849495
14340,-0.177156,-0.264488,0.755529,0.771162,0.672738,0.552564
14341,0.026201,-0.085923,0.878428,-1.740586,0.807389,-1.434116
14342,0.728677,0.251895,0.596423,0.70325,0.589425,0.493713
14343,0.571471,0.249064,0.081336,-0.294044,0.208314,-0.295534
14344,0.654309,0.317626,-0.213066,0.142476,-0.002907,0.048622
14345,1.081629,0.438736,0.443099,-0.250025,0.461166,-0.25697
14346,0.190167,0.263119,-0.393619,-0.243441,-0.135571,-0.247347
14347,-0.265738,-0.163513,0.641834,-0.419365,0.640984,-0.38731
14348,-0.518992,-0.069407,-0.513815,-0.056693,-0.212159,-0.105101
14349,0.663956,0.383375,-0.022019,-0.472708,0.154822,-0.430268
14350,1.371285,0.601504,0.795142,-1.228349,0.743426,-1.030709
14351,1.183976,0.631201,0.29547,-0.434383,0.294756,-0.406058
14352,1.051309,0.622341,0.159064,-0.729866,0.237746,-0.609245
14353,0.877028,0.616667,0.121806,-0.779689,0.2238,-0.652161
14354,-0.922444,-0.284951,0.308577,-0.390624,0.365506,-0.358828
14355,-0.882404,-0.246491,-0.147134,-0.989319,0.029551,-0.833935
14356,-0.572986,-0.259473,0.302636,-0.534119,0.340125,-0.475473
14357,-1.117772,-0.261745,-0.144467,-0.935526,0.028232,-0.79188
14358,-0.777673,-0.15502,-0.216206,0.329326,-0.028823,0.20198
14359,-0.908503,-0.131523,-0.570071,-0.447821,-0.263629,-0.406023
14360,-0.382786,-0.134944,0.539252,0.262554,0.547297,0.15826
14361,-0.696345,-0.154633,-0.265589,-1.784983,-0.066724,-1.462811
14362,-0.133265,-0.06647,0.35464,-0.925569,0.384076,-0.79144
14363,-0.057651,-0.031348,0.133956,-0.631735,0.210534,-0.545656
14364,-0.945144,-0.211723,-0.040295,-1.846522,0.074449,-1.528392
14365,-0.42607,-0.12775,0.455666,-0.918248,0.463176,-0.794141
14366,-0.707171,-0.209811,0.681602,-1.352326,0.614658,-1.159779
14367,-0.830478,-0.211373,0.20963,-0.701477,0.26376,-0.612618
14368,-0.010311,0.016182,-0.253094,0.314221,-0.101973,0.181528
14369,-0.297603,-0.107314,0.337334,0.114914,0.316586,0.00744
14370,-0.686929,-0.339061,0.688493,-1.613848,0.676866,-1.325475
14371,0.522948,0.355343,0.391612,-0.580816,0.418862,-0.501929
14372,-0.483213,-0.036805,-0.048867,-0.98187,0.099359,-0.828427
14373,0.15478,0.161212,0.471838,0.293875,0.487047,0.178009
14374,0.410736,0.392756,0.180893,-0.796444,0.270309,-0.68555
14375,0.588535,0.450966,0.264004,0.433145,0.331427,0.285817
14376,-0.362265,-0.184168,0.693809,-0.950528,0.621107,-0.809013
14377,-0.435145,-0.03503,0.45106,-0.473856,0.431947,-0.431458
14378,-0.24511,-0.186592,0.41,0.200256,0.405998,0.085384
14379,-0.92142,-0.394573,0.392972,-1.324598,0.39872,-1.105959
14380,-0.668134,-0.259956,0.097595,0.054057,0.174155,-0.019686
14381,-1.024094,-0.372152,0.105161,-0.69817,0.186644,-0.615586
14382,-0.15798,0.043034,0.23497,-0.57289,0.290427,-0.518608
14383,-0.431601,-0.135784,0.822802,-0.547797,0.71457,-0.502779
14384,-0.412287,-0.113588,0.28121,-0.29306,0.28353,-0.306739
14385,-0.235826,-0.714253,0.838401,0.337629,0.592994,0.157588
14386,-0.716352,-0.65263,0.227197,-0.139788,0.17704,-0.196761
14387,-0.453374,-0.619231,0.772048,-1.558986,0.593046,-1.316994
14388,0.103032,-0.556089,0.669944,-0.673541,0.492418,-0.612377
14389,-0.849793,-0.473612,-0.023367,-1.387376,-0.012951,-1.218538
14390,-0.771219,-0.544716,-0.000273,-0.753147,0.010232,-0.714548
14391,-0.169499,-0.435363,0.885721,-1.340468,0.667933,-1.170184
14392,-0.763802,-0.360355,0.067042,-1.061889,0.054626,-0.940103
14393,-0.461353,-0.389842,0.716801,0.03226,0.548111,-0.066656
14394,-0.233851,-0.309278,0.637934,-0.752095,0.498745,-0.701593
14395,-0.180303,-0.296037,0.451194,-0.387034,0.376341,-0.389126
14396,-0.30851,-0.527932,-0.097907,-0.237725,-0.001838,-0.277968
14397,-0.074826,-0.461485,0.466765,-0.390009,0.409078,-0.390006
14398,-0.687924,-0.61206,-0.064589,0.331401,0.056203,0.179702
14399,-0.489614,-0.557873,0.374296,-0.857207,0.341696,-0.779397
14400,-0.38655,-0.404633,0.186731,-0.307899,0.216735,-0.342378
14401,-0.351037,-0.328894,-0.244806,-0.556188,-0.109371,-0.558291
14402,-0.557651,-0.297184,-0.315623,-0.677497,-0.14894,-0.652801
14403,-0.438998,-0.263424,0.060373,-0.632208,0.169604,-0.603217
14404,-0.095809,-0.134102,0.626873,0.047518,0.46138,-0.092816
14405,-0.652841,-0.09919,-0.152814,-0.641509,-0.113666,-0.647747
14406,-0.411597,-0.138528,0.64381,-1.173875,0.481089,-1.057357
14407,-0.656954,-0.177906,0.12341,-1.627288,0.092823,-1.423246
14408,-0.788853,-0.304789,0.276078,0.30434,0.203996,0.096161
14409,-0.831355,-0.246862,-0.256285,-0.760875,-0.166163,-0.732451
14410,-0.204154,-0.148543,-0.202197,-0.663686,-0.135638,-0.663665
14411,-0.109867,-0.168549,0.589692,0.158945,0.473951,-0.007817
14412,-0.523837,-0.106405,0.315265,-0.618095,0.256224,-0.63682
14413,-0.375404,-0.116421,0.655625,-1.096377,0.503841,-1.014133
14414,-0.839207,-0.294332,-0.1152,-0.286593,-0.067302,-0.371083
14415,-0.438528,-0.204266,0.505786,-1.349619,0.428509,-1.208609
14416,-0.471097,-0.148141,0.595168,0.000626,0.498311,-0.144298
14417,-1.135777,-0.249523,0.179712,-1.187936,0.209727,-1.071678
14418,-1.088176,-0.232954,0.355221,-0.685063,0.374957,-0.674274
14419,-0.258242,-0.014526,0.128002,-0.259945,0.188449,-0.35243
14420,-0.882875,-0.001326,-0.268939,-0.792244,-0.065834,-0.751025
14421,-0.732049,-0.025744,-0.402253,-0.663563,-0.183527,-0.65642
14422,-1.011885,-0.105815,-0.03038,-0.289554,0.106327,-0.355696
14423,-0.707731,-0.004657,0.136325,-0.09502,0.190646,-0.22875
14424,-0.121437,-0.031003,0.616332,-0.889616,0.521262,-0.846998
14425,-0.64661,0.023329,-0.245359,-0.608249,-0.088054,-0.618667
14426,-0.250877,0.113584,-0.023908,0.101013,0.079464,-0.051914
14427,-0.188754,0.131639,-0.002181,-1.107901,0.07468,-1.014491
14428,-0.361036,0.092649,0.28405,0.46876,0.316553,0.286469
14429,-0.47774,0.107882,-0.206614,-2.264998,-0.043746,-1.873384
14430,-0.734502,-0.582091,-0.239563,-0.911575,-0.05802,-0.804556
14431,-0.840236,-0.58074,-0.21372,-0.700395,-0.029427,-0.637778
14432,-0.574704,-0.546086,0.536498,-1.185969,0.520536,-1.010644
14433,-0.601153,-0.466477,0.049395,-0.984983,0.159164,-0.875529
14434,-0.631966,-0.38614,0.314365,-0.326008,0.372029,-0.356402
14435,-0.340932,-0.313535,0.377315,-1.476865,0.407204,-1.259276
14436,-0.546192,-0.25857,0.158637,-0.21006,0.25042,-0.252625
14437,-0.68958,-0.361636,-0.287659,-0.854339,-0.099757,-0.766182
14438,-0.716826,-0.307943,0.591394,0.289483,0.567945,0.155766
14439,-1.07611,-0.556201,-0.28652,0.097102,-0.058277,0.011617
14440,-0.836904,-0.501585,-0.073841,-0.611499,0.094185,-0.552419
14441,-0.81642,-0.349255,-0.300943,-0.940836,-0.066586,-0.808232
14442,-0.166773,-0.159603,0.265488,-1.074227,0.3603,-0.914276
14443,0.163445,-0.066301,0.542629,-0.969818,0.546641,-0.82809
14444,-0.32646,-0.125747,0.136673,-0.244904,0.249216,-0.257328
14445,-0.07621,-0.005155,-0.044121,-0.753072,0.090594,-0.670668
14446,-0.626538,-0.28682,-0.202385,-0.193571,-0.028339,-0.236977
14447,-0.259806,-0.171261,0.29209,0.256488,0.356625,0.131502
14448,0.320787,-0.051916,0.528598,-1.716239,0.490353,-1.477816
14449,-0.535074,-0.121748,-0.517858,0.497218,-0.268418,0.276262
14450,0.081651,0.071602,-0.198194,0.095449,-0.018641,-0.025812
14451,-0.621969,-0.17864,0.193747,-0.446447,0.27192,-0.463491
14452,-0.853028,-0.226853,0.391943,-0.212936,0.409128,-0.267257
14453,-1.005431,-0.125907,-0.191073,-0.314939,0.009468,-0.34044
14454,-1.012418,-0.182299,-0.294958,0.13731,-0.060506,0.019573
14455,-0.725082,-0.139739,-0.347391,0.752154,-0.09265,0.501831
14456,-0.236585,-0.107185,0.356204,-1.57086,0.431495,-1.33809
14457,-0.708034,0.102271,0.082989,0.042879,0.20655,-0.069628
14458,-0.672836,0.04297,-0.319883,-1.191431,-0.108789,-1.054074
14459,-0.022596,0.102762,0.298522,-1.506658,0.357569,-1.287034
14460,-0.199179,0.119107,0.396342,0.478047,0.419017,0.270214
14461,-0.326584,0.180352,0.102219,-0.342736,0.233769,-0.345707
14462,0.029486,0.028797,0.214355,-1.745011,0.321633,-1.463796
14463,-0.442073,0.089146,0.031592,-0.368261,0.192458,-0.361778
14464,0.060037,0.097957,0.503045,-0.195411,0.508984,-0.242819
14465,0.094967,0.168053,0.113554,-0.142294,0.249951,-0.186102
14466,0.052946,0.195744,0.183319,-0.634887,0.301966,-0.585205
14467,-0.581379,0.08333,0.024983,-0.942412,0.185667,-0.833733
14468,-0.121684,0.152379,-0.014899,-0.212104,0.157462,-0.257427
14469,-0.050132,0.192764,0.240757,-0.105483,0.363467,-0.158803
14470,-0.38191,0.191442,-0.324814,-1.456268,-0.047861,-1.232353
14471,-0.434588,0.067951,0.277914,-0.945239,0.36394,-0.818808
14472,-0.406441,0.081683,0.415529,0.406667,0.461808,0.2376
14473,-0.962071,-0.477594,0.403985,-0.879895,0.280258,-0.848694
14474,-0.782645,-0.391923,0.461739,-0.918479,0.319953,-0.880184
14475,-1.021419,-0.363278,0.08271,0.438529,0.019908,0.198338
14476,-1.205574,-0.27278,0.65733,-0.966678,0.498895,-0.911536
14477,-0.857828,-0.23691,0.226282,-0.901179,0.129455,-0.856243
14478,-1.637647,-0.584478,0.537074,-1.218565,0.358426,-1.108876
14479,-0.709797,-0.360197,0.614381,-1.673801,0.440724,-1.471557
14480,-0.689846,-0.346391,0.650648,-0.977401,0.437298,-0.920279
14481,-1.038481,-0.350343,-0.155821,0.110525,-0.162067,-0.060795
14482,-0.520686,-0.268213,0.689754,-1.3355,0.524989,-1.198861
14483,-0.184259,-0.069886,0.936184,-0.759851,0.679457,-0.748949
14484,-0.453497,-0.159585,0.720983,-0.732361,0.545208,-0.727481
14485,-0.126343,-0.104108,1.007899,-0.736429,0.744378,-0.727836
14486,-1.301596,-0.20472,0.085101,0.05208,0.10294,-0.110717
14487,-1.082563,-0.1639,0.435524,-0.21407,0.389353,-0.318058
14488,-1.340044,-0.18429,-0.187187,-0.751695,-0.107204,-0.740616
14489,-0.9836,-0.158686,0.835851,-0.240194,0.688216,-0.337207
14490,-0.519211,0.108948,-0.549364,-0.743503,-0.329388,-0.746506
14491,-0.40922,0.096552,-0.336011,-0.103955,-0.163826,-0.229821
14492,-0.713208,0.078003,-0.135086,-0.303542,-0.014294,-0.388838
14493,-1.065156,-0.067566,-0.167561,0.356618,0.005078,0.121556
14494,-0.595221,0.056678,0.210632,-0.230694,0.290757,-0.340644
14495,-0.687306,0.002368,0.361373,-0.699844,0.393491,-0.712593
14496,-1.3649,-0.228717,0.337584,-1.015826,0.295596,-0.956514
14497,-1.290482,-0.226146,0.505261,-0.386345,0.447604,-0.458362
14498,-0.914828,0.049949,0.54297,0.189645,0.469424,0.007509
14499,-1.147659,-0.128543,0.287837,-2.016102,0.34285,-1.751822
14500,-1.606491,-0.230183,-0.024176,-0.654682,0.112808,-0.678119
14501,-1.259289,-0.081247,-0.087793,-0.851995,0.078495,-0.834659
14502,-1.140272,-0.083701,0.389108,-1.51365,0.244999,-1.357063
14503,-0.159376,0.004986,0.79762,0.225095,0.611847,0.015363
14504,-0.72286,-0.072702,-0.139699,-0.472749,-0.043732,-0.547832
14505,-0.451862,-0.010026,-0.071379,-1.148819,0.007831,-1.080705
14506,-0.152273,0.048657,0.480742,-0.799558,0.347447,-0.803752
14507,-0.237915,0.084659,0.41536,-0.913143,0.361556,-0.897245
14508,-0.372913,0.064569,0.589365,0.514238,0.579342,0.249183
14509,-1.165435,0.05491,-0.574388,-0.290494,-0.292835,-0.388338
14510,-1.017328,0.080415,0.54126,0.306852,0.548722,0.085823
14511,-0.645072,-0.089482,0.093872,-0.696164,0.154274,-0.710776
14512,-0.496943,-0.066869,0.482834,-0.233625,0.423841,-0.345736
14513,-0.307499,-0.013317,0.182236,-0.741564,0.199466,-0.750965
14514,-0.726817,-0.11298,0.237849,-1.29346,0.241445,-1.190594
14515,-0.126326,0.094298,-0.155772,1.037855,-0.016841,0.668311
14516,-0.753409,-0.067996,-0.072126,-1.06479,0.0669,-0.989835
14517,-1.357307,-0.211354,-0.254283,-0.037131,-0.073813,-0.190911
14518,-0.934076,-0.150765,0.406851,0.582484,0.376081,0.280444
14519,-1.214794,-0.197897,0.215862,-0.993533,0.256669,-0.953397
14520,-1.021584,-0.079101,-0.094049,-1.2532,0.019173,-1.167577
14521,-0.636012,-0.102386,0.467982,-0.461364,0.437214,-0.519802
14522,-0.903709,-0.042022,0.075191,-0.26756,0.188575,-0.358758
14523,-0.876943,-0.120274,0.07107,-1.132957,0.19161,-1.037214
14524,-0.546866,0.124364,-0.182463,-0.197603,-0.029747,-0.287394
14525,-0.562086,0.137456,0.456108,-0.082785,0.458411,-0.19532
14526,-0.314981,0.246842,-0.137543,0.167245,0.026731,0.017616
14527,0.093758,0.272105,0.325531,-1.37435,0.360519,-1.191989
14528,-0.05724,0.325418,-0.11601,-0.33629,0.037166,-0.374739
14529,-0.036162,0.406651,0.056851,0.984382,0.142401,0.632261
14530,0.070137,0.350418,-0.077937,-1.446099,0.047042,-1.276422
14531,0.234286,0.408966,-0.030828,-0.566689,0.087238,-0.581057
14532,0.17159,0.398683,0.065337,-1.128263,0.17594,-0.997377
14533,-0.043191,0.265823,0.426596,-1.516063,0.484861,-1.283013
14534,-0.166763,0.224163,0.073793,-1.295791,0.227221,-1.111497
14535,-0.229723,0.263295,-0.185086,-0.589458,0.019744,-0.568008
14536,-0.088827,0.232258,0.227259,-0.379204,0.338192,-0.390687
14537,-0.158759,0.253733,0.11166,-1.53528,0.261664,-1.297776
14538,-0.132226,0.328923,-0.03641,-1.402452,0.159777,-1.196086
14539,-0.287247,0.228049,0.32071,-0.630908,0.400028,-0.580882
14540,0.159763,0.218505,0.08543,0.439104,0.197383,0.250003
14541,0.042394,0.210407,0.254702,-1.162155,0.329335,-1.027001
14542,-0.094294,0.195611,0.266943,-1.272297,0.34237,-1.11074
14543,-0.631542,0.096876,-0.27245,-0.820584,-0.076291,-0.775887
14544,0.217236,0.155241,0.507428,-1.659045,0.545067,-1.423228
14545,-0.216643,0.229581,0.427332,0.125494,0.470804,-0.023461
14546,-0.200117,0.170979,0.206836,-0.171172,0.336909,-0.232935
14547,-0.244764,0.203662,0.133988,0.149174,0.271592,0.012293
14548,-0.29036,0.10234,-0.226918,-2.061653,-0.008945,-1.731188
14549,-0.237183,0.042939,0.566106,-0.340275,0.570543,-0.379798
14550,-0.759354,-0.000315,-0.37363,-0.027687,-0.147016,-0.141924
14551,-0.861251,-0.076633,0.443626,0.394103,0.451622,0.178482
14552,-0.787715,-0.039885,-0.204855,-1.366693,-0.033262,-1.208592
14553,-0.759111,0.000784,0.094853,-1.021009,0.179408,-0.934318
14554,-0.71855,-0.030692,0.504922,-0.91862,0.499515,-0.853172
14555,-0.539617,0.127311,0.565156,-1.153411,0.555936,-1.046689
14556,-1.05229,-0.045478,-0.029912,-1.793984,0.12159,-1.569229
14557,-0.453211,-0.048781,-0.055138,-1.030218,0.071438,-0.962172
14558,-1.046128,-0.022139,-0.692471,-0.321132,-0.388817,-0.399988
14559,-0.981143,-0.02465,0.177483,-0.225755,0.266753,-0.315668
14560,-0.626204,0.08483,0.156556,-0.493233,0.276824,-0.502514
14561,-0.67702,0.029114,0.410652,-0.218238,0.45134,-0.295169
14562,-1.078844,-0.076619,0.109867,0.476973,0.230258,0.250653
14563,-1.118727,-0.098656,0.150693,-0.396272,0.258978,-0.434076
14564,-0.529586,-0.027457,0.227065,-0.899791,0.320659,-0.828119
14565,-1.180401,-0.139602,0.156098,0.309454,0.283108,0.140502
14566,-0.743744,-0.163003,0.069455,-0.428708,0.204278,-0.44359
14567,-1.038434,-0.222747,-0.283931,-0.791284,-0.028604,-0.718667
14568,-0.900493,-0.171853,0.425771,-0.172086,0.507256,-0.250569
14569,-0.411185,-0.123818,0.627201,-0.357542,0.624887,-0.396119
14570,-0.761289,-0.120088,0.119877,-0.392482,0.261785,-0.415886
14571,-0.07351,0.114294,-0.281926,-0.942294,-0.040084,-0.844569
14572,-0.716257,-0.042308,-0.433774,-0.441563,-0.125935,-0.450077
14573,-0.699333,-0.05552,-0.232631,-0.032791,0.027565,-0.13211
14574,-1.207474,-0.170808,-0.631507,0.659611,-0.268713,0.410825
14575,-0.678624,-0.115542,-0.459843,-0.995796,-0.133853,-0.892891
14576,-0.685001,-0.604174,0.463993,-0.200758,0.462615,-0.213547
14577,-0.418298,-0.462174,0.729979,-1.048938,0.68016,-0.873376
14578,-0.240303,-0.336296,0.028618,-0.917181,0.139387,-0.769865
14579,-0.005726,-0.271244,0.585614,0.094048,0.554698,0.029399
14580,-0.178586,-0.234318,0.24278,-1.196629,0.323631,-0.993479
14581,-0.290979,-0.112047,0.261272,-1.735999,0.31876,-1.427309
14582,0.04763,-0.049702,0.625275,-1.126107,0.591629,-0.942907
14583,0.244305,0.138143,0.317681,-0.641148,0.389348,-0.55967
14584,-0.241666,0.061772,0.308931,0.566503,0.378766,0.393877
14585,0.233009,0.216421,-0.053114,-0.684701,0.145546,-0.598435
14586,0.434672,0.246338,0.715854,0.458716,0.719807,0.305659
14587,1.076279,0.634387,-0.351563,-0.233886,-0.09279,-0.243049
14588,0.805607,0.641823,0.011181,0.351757,0.182982,0.220303
14589,1.073983,0.657696,0.191935,0.732485,0.311266,0.524649
14590,-0.017475,0.243825,0.44963,-0.763188,0.526728,-0.653874
14591,0.699073,0.551498,0.531461,-0.556041,0.571075,-0.490416
14592,1.106124,0.667983,0.559374,-0.799514,0.562388,-0.688464
14593,0.437263,0.613919,-0.236164,0.070666,-0.034023,-0.003792
14594,1.19372,0.726869,0.738975,-0.008667,0.676246,-0.067859
14595,1.317693,0.735678,0.764104,0.511102,0.708781,0.346879
14596,0.78645,0.732905,-0.087895,-0.238929,0.056163,-0.246325
14597,0.583677,0.740718,0.019171,-0.998191,0.155486,-0.84642
14598,0.890308,0.364773,0.931742,0.512481,0.82487,0.332992
14599,0.615372,0.315767,0.368713,-0.499851,0.412312,-0.469343
14600,0.219037,0.388211,-0.047291,-0.688691,0.143643,-0.624573
14601,0.201457,0.252238,0.07958,0.717294,0.209946,0.485743
14602,0.615871,0.495227,0.018025,-1.021169,0.175051,-0.884484
14603,0.569065,0.502229,0.323593,0.340843,0.404864,0.191511
14604,0.488826,0.416679,0.183586,-0.380533,0.293358,-0.371129
14605,0.329735,0.40561,0.570668,-0.709605,0.617129,-0.615071
14606,0.428971,0.691312,0.028892,-0.853353,0.206858,-0.730976
14607,0.542433,0.71512,-0.050979,-0.165582,0.142621,-0.191506
14608,0.275679,0.552286,-0.138562,0.386758,0.085483,0.24929
14609,0.709061,0.919563,-0.03591,-0.534415,0.145553,-0.486793
14610,0.812106,0.934204,0.272759,-0.413838,0.374504,-0.391703
14611,1.04499,1.039435,0.355129,-0.20174,0.44022,-0.225908
14612,0.571512,0.582929,0.548518,0.525288,0.580227,0.353639
14613,0.738106,0.768708,-0.11002,-1.531502,0.091173,-1.279956
14614,0.585526,0.685569,0.177917,-0.379868,0.314081,-0.371511
14615,0.353891,0.578747,0.024148,-0.435827,0.19446,-0.422154
14616,1.10718,1.088525,-0.248444,0.491557,-0.020328,0.312655
14617,1.372234,1.119191,0.448202,-0.977719,0.503709,-0.841336
14618,0.595001,0.880546,-0.216355,-0.206587,0.010315,-0.233723
14619,0.688816,0.796656,0.56595,1.025821,0.610893,0.756276
14620,0.475985,0.480447,0.483092,-0.160366,0.465999,-0.175364
14621,0.368311,0.540663,0.076867,-0.89021,0.179494,-0.754646
14622,0.191292,0.387651,0.541641,-0.290191,0.500467,-0.277519
14623,0.714276,0.347257,0.920221,-0.818345,0.769069,-0.70719
14624,0.426441,0.427109,0.491648,-0.996808,0.478995,-0.842546
14625,0.5771,0.767454,0.169065,-0.376576,0.264643,-0.363488
14626,0.623951,0.513296,0.466933,-0.288635,0.437508,-0.294979
14627,0.353777,0.417064,0.171339,-0.210923,0.219165,-0.24082
14628,0.954879,0.560868,0.479157,0.013817,0.471017,-0.0508
14629,-0.275392,0.055129,-0.261634,-2.112557,-0.111306,-1.742751
14630,0.031294,0.14971,-0.018159,0.657543,0.070904,0.448211
14631,0.495652,0.306174,0.323479,0.044464,0.324686,-0.035232
14632,0.27737,0.251037,-0.087345,-0.255132,0.019763,-0.273287
14633,0.039794,0.257321,0.014761,-0.374952,0.088041,-0.374433
14634,0.023131,0.042301,0.650502,-1.102027,0.577542,-0.939353
14635,0.387062,0.291608,0.431764,0.601992,0.40307,0.406652
14636,0.240018,0.253855,0.41381,-0.306229,0.395736,-0.317118
14637,0.019025,0.281173,0.348919,-0.184269,0.327342,-0.229526
14638,-0.151754,0.23451,0.131493,-0.313378,0.175968,-0.330249
14639,0.490369,0.279739,0.8621,-0.368872,0.704763,-0.371572
14640,0.23274,0.338101,0.408097,-0.277684,0.365024,-0.297448
14641,0.388554,0.33009,-0.242813,-0.645725,-0.114117,-0.593428
14642,0.11071,0.353532,-0.033657,-1.108794,0.071023,-0.962825
14643,-0.028276,0.342125,0.275622,0.153085,0.320793,0.039412
14644,-0.460577,0.311252,-0.047632,-1.205974,0.071942,-1.037869
14645,0.893949,0.953164,0.146179,-0.93318,0.213578,-0.824019
14646,0.910263,0.925217,0.275742,-1.096856,0.303816,-0.955311
14647,0.38686,0.769612,0.136233,-0.193065,0.236135,-0.235618
